customer_id,saldo_mora,dias_mora,intentos_previos,wait_time_seconds,call_center_load,product_type,segmento_riesgo,iv_menu,call_time,hora_llamada,abandono
72,1107.7,306,3,370.5,0.57,Hipoteca,Medio,Consulta,2024-03-06,16,1
73,27.69,3,1,54.7,0.67,Automotriz,Medio,Pago,2024-12-12,21,0
74,8449.48,120,2,12.2,0.38,Tarjeta,Medio,Consulta,2024-06-18,17,0
75,6135.48,335,3,19.9,0.65,Automotriz,Bajo,Consulta,2024-01-08,20,1
76,6528.31,76,4,148.7,0.61,Hipoteca,Medio,Consulta,2024-09-22,1,0
77,7376.07,178,3,57.9,0.35,Tarjeta,Medio,Otros,2024-11-03,16,0
78,384.65,132,5,26.7,1.0,Tarjeta,Medio,Acuerdo,2024-01-11,7,0
79,2219.46,310,1,201.7,0.64,Credito_Personal,Medio,Otros,2024-01-04,19,1
80,615.75,228,2,80.5,0.38,Tarjeta,Bajo,Consulta,2024-06-06,9,0
81,9942.65,275,2,100.6,0.66,Tarjeta,Bajo,Otros,2024-02-06,12,1
82,4881.51,151,2,20.1,0.95,Credito_Personal,Alto,Pago,2024-12-24,20,1
83,2009.09,163,3,25.7,0.99,Hipoteca,Alto,Pago,2024-12-12,5,1
84,328.34,289,2,16.1,0.71,Credito_Personal,Alto,Consulta,2024-09-21,21,1
85,1862.44,108,2,86.7,0.71,Hipoteca,Medio,Acuerdo,2024-04-20,14,0
86,1966.57,125,5,179.3,0.88,Credito_Personal,Medio,Otros,2024-01-06,3,0
87,6539.38,239,2,158.1,0.68,Credito_Personal,Medio,Pago,2024-08-08,17,0
88,5074.45,309,2,36.3,0.77,Hipoteca,Bajo,Acuerdo,2024-08-24,1,1
89,10911.26,344,3,228.9,0.83,Credito_Personal,Bajo,Otros,2024-02-18,0,1
90,3195.33,145,1,13.4,0.54,Hipoteca,Medio,Pago,2024-09-13,4,0
91,636.86,251,3,14.5,0.93,Hipoteca,Medio,Otros,2024-09-03,21,1
92,6245.63,182,1,227.1,0.57,Credito_Personal,Medio,Otros,2024-09-30,9,0
93,7151.96,308,2,33.6,0.6,Credito_Personal,Medio,Otros,2024-01-14,15,1
94,4119.44,305,2,147.8,0.71,Credito_Personal,Alto,Consulta,2024-07-14,17,1
95,7369.45,71,2,1.1,0.84,Hipoteca,Alto,Pago,2024-03-12,13,1
96,3404.07,218,2,11.8,0.8,Hipoteca,Bajo,Consulta,2024-11-21,18,0
97,3698.39,206,5,112.8,0.69,Credito_Personal,Medio,Consulta,2024-09-03,2,0
98,2789.07,172,3,24.2,0.74,Credito_Personal,Medio,Acuerdo,2024-12-02,10,0
99,128.74,140,0,3.4,0.86,Credito_Personal,Bajo,Otros,2024-11-16,6,0
100,570.84,271,1,75.5,0.7,Credito_Personal,Alto,Pago,2024-02-22,7,1
101,159.67,213,1,48.2,0.58,Automotriz,Medio,Otros,2024-06-15,10,0
102,5058.65,268,0,194.5,0.61,Credito_Personal,Alto,Otros,2024-04-11,1,1
103,1886.98,19,2,205.0,0.84,Credito_Personal,Medio,Consulta,2024-02-18,4,0
104,3552.19,65,4,114.4,0.58,Hipoteca,Alto,Consulta,2024-03-18,6,1
105,11906.33,302,3,41.6,0.46,Tarjeta,Medio,Pago,2024-05-02,23,0
106,1433.69,146,0,74.3,0.65,Tarjeta,Medio,Acuerdo,2024-02-17,2,0
107,2641.41,164,1,145.4,0.69,Tarjeta,Medio,Acuerdo,2024-01-11,13,0
108,7043.75,309,3,8.6,0.83,Hipoteca,Bajo,Acuerdo,2024-02-24,21,1
109,1299.03,5,3,48.5,0.48,Tarjeta,Medio,Otros,2024-04-06,8,0
110,400.52,13,2,207.4,0.75,Tarjeta,Alto,Acuerdo,2024-06-03,3,1
111,1710.7,131,1,62.5,0.87,Credito_Personal,Bajo,Consulta,2024-01-12,5,0
112,879.04,341,1,117.6,0.58,Hipoteca,Medio,Consulta,2024-07-09,19,1
113,13274.75,242,0,12.2,0.71,Credito_Personal,Medio,Consulta,2024-05-10,4,0
114,8254.44,230,3,180.1,0.38,Tarjeta,Medio,Otros,2024-09-16,2,0
115,5017.47,227,2,12.7,0.83,Tarjeta,Medio,Acuerdo,2024-09-27,3,1
116,10257.6,161,2,237.2,0.82,Tarjeta,Medio,Acuerdo,2024-08-07,18,0
117,8139.84,282,3,13.5,0.7,Tarjeta,Alto,Consulta,2024-02-16,3,1
118,1032.48,262,1,265.9,0.5,Tarjeta,Bajo,Otros,2024-11-29,5,0
119,11154.07,130,1,54.3,0.8,Hipoteca,Medio,Consulta,2024-05-31,17,0
120,3875.5,224,3,117.5,0.66,Credito_Personal,Medio,Consulta,2024-02-10,11,0
121,8236.74,257,3,224.9,0.28,Tarjeta,Medio,Pago,2024-07-21,0,0
122,11321.21,233,3,1.2,0.82,Tarjeta,Alto,Otros,2024-08-08,23,1
123,1913.65,335,1,37.1,0.87,Tarjeta,Alto,Consulta,2024-11-28,18,1
124,582.96,315,0,286.8,0.9,Automotriz,Medio,Pago,2024-08-13,3,1
125,1293.43,23,3,59.0,0.51,Tarjeta,Alto,Acuerdo,2024-03-22,3,0
126,2785.29,270,2,147.1,0.41,Tarjeta,Medio,Acuerdo,2024-02-26,19,0
127,8519.15,94,2,18.1,0.64,Hipoteca,Bajo,Acuerdo,2024-02-10,23,0
128,9856.72,141,3,136.1,0.78,Tarjeta,Bajo,Pago,2024-11-25,13,0
129,34.88,181,2,9.1,0.56,Tarjeta,Medio,Otros,2024-08-18,3,0
130,3574.38,205,6,151.6,0.46,Tarjeta,Bajo,Acuerdo,2024-07-08,2,0
131,2701.37,80,1,47.0,0.81,Credito_Personal,Alto,Pago,2024-06-06,21,1
132,1255.84,273,3,75.2,0.65,Hipoteca,Medio,Consulta,2024-01-15,17,0
133,638.4,275,3,21.8,0.79,Credito_Personal,Alto,Otros,2024-08-31,9,1
134,2059.54,207,1,118.6,0.7,Hipoteca,Alto,Otros,2024-01-18,11,1
135,14315.61,295,1,49.4,0.68,Hipoteca,Medio,Pago,2024-11-09,12,1
136,1951.92,38,1,58.0,0.69,Credito_Personal,Alto,Otros,2024-08-08,4,1
137,3657.26,287,1,126.7,0.65,Credito_Personal,Alto,Acuerdo,2024-10-04,22,1
138,6070.43,123,3,23.6,0.63,Credito_Personal,Medio,Otros,2024-11-06,0,0
139,2259.87,363,2,229.3,0.53,Hipoteca,Alto,Acuerdo,2024-01-23,1,1
140,17838.99,282,2,161.3,0.77,Credito_Personal,Alto,Acuerdo,2024-04-02,2,1
141,16410.05,179,0,103.5,0.89,Tarjeta,Alto,Pago,2024-03-10,19,1
142,1450.31,96,1,16.5,0.62,Credito_Personal,Alto,Acuerdo,2024-07-06,18,1
143,3438.3,190,5,139.4,0.98,Hipoteca,Bajo,Consulta,2024-08-17,1,1
144,1789.65,73,0,2.2,0.76,Tarjeta,Alto,Acuerdo,2024-04-17,13,1
145,1676.25,272,2,195.8,0.74,Tarjeta,Alto,Acuerdo,2024-04-26,21,1
146,187.92,48,5,43.5,0.8,Credito_Personal,Alto,Pago,2024-05-07,16,1
147,4702.46,336,1,15.0,0.85,Credito_Personal,Alto,Otros,2024-12-09,23,1
148,3492.6,209,1,21.6,0.63,Credito_Personal,Alto,Acuerdo,2024-01-05,16,1
149,264.26,115,2,396.1,0.78,Tarjeta,Medio,Otros,2024-12-08,1,0
150,1633.13,22,1,178.4,0.86,Automotriz,Bajo,Pago,2024-10-16,13,0
151,11944.3,97,0,32.6,0.64,Credito_Personal,Medio,Consulta,2024-05-19,18,0
152,1369.3,327,3,397.1,0.7,Tarjeta,Bajo,Acuerdo,2024-03-07,19,1
153,782.65,312,0,18.1,0.58,Credito_Personal,Medio,Otros,2024-08-03,4,0
154,3361.36,189,1,158.7,0.63,Tarjeta,Alto,Consulta,2024-10-23,19,1
155,21220.18,181,2,128.3,0.65,Tarjeta,Medio,Pago,2024-08-10,5,0
156,1385.72,147,2,206.8,0.56,Tarjeta,Medio,Consulta,2024-09-20,2,0
157,5575.78,341,0,57.7,0.69,Tarjeta,Alto,Pago,2024-05-09,7,1
158,7169.44,22,3,61.7,0.75,Hipoteca,Bajo,Consulta,2024-04-02,15,0
159,1356.67,104,2,117.6,0.76,Credito_Personal,Bajo,Acuerdo,2024-02-06,1,0
160,6513.74,162,0,60.9,0.58,Hipoteca,Medio,Acuerdo,2024-07-26,8,0
161,2292.61,66,3,5.1,0.61,Tarjeta,Medio,Acuerdo,2024-11-11,22,0
162,5002.52,289,3,157.0,0.83,Credito_Personal,Medio,Pago,2024-02-10,23,1
163,5019.19,288,2,122.9,0.61,Credito_Personal,Medio,Consulta,2024-02-05,21,1
164,3836.93,45,4,66.1,0.82,Hipoteca,Alto,Pago,2024-07-24,13,1
165,473.15,80,1,43.3,0.59,Tarjeta,Medio,Acuerdo,2024-03-16,20,0
166,9018.22,146,2,46.4,0.76,Hipoteca,Alto,Consulta,2024-03-31,11,1
167,1934.05,221,3,162.1,0.81,Credito_Personal,Medio,Pago,2024-10-01,20,1
168,1032.16,342,2,156.7,0.3,Credito_Personal,Medio,Consulta,2024-02-20,6,0
169,208.15,14,4,205.1,0.83,Automotriz,Medio,Acuerdo,2024-08-30,3,0
170,4468.89,120,1,172.3,0.9,Automotriz,Alto,Otros,2024-11-05,0,1
171,5659.26,77,1,170.2,0.65,Hipoteca,Bajo,Consulta,2024-11-28,21,0
172,83.63,321,5,34.8,0.75,Hipoteca,Medio,Acuerdo,2024-11-18,20,1
173,3588.15,294,3,12.9,0.57,Tarjeta,Medio,Otros,2024-09-20,22,0
174,1284.12,240,2,172.1,0.75,Tarjeta,Medio,Acuerdo,2024-07-07,0,1
175,5180.62,17,5,12.5,1.0,Tarjeta,Medio,Consulta,2024-07-02,22,0
176,958.02,255,4,482.8,0.37,Automotriz,Bajo,Pago,2024-05-01,10,0
177,5871.06,276,4,249.6,0.62,Hipoteca,Medio,Consulta,2024-05-14,17,1
178,2444.79,26,5,91.5,0.82,Tarjeta,Medio,Consulta,2024-04-22,22,0
179,13801.72,1,3,52.1,0.89,Credito_Personal,Medio,Pago,2024-02-14,17,0
180,739.72,352,3,89.8,0.49,Automotriz,Alto,Acuerdo,2024-05-19,2,1
181,2085.66,294,1,159.0,0.6,Tarjeta,Alto,Pago,2024-08-10,22,1
182,602.22,311,5,169.4,0.61,Automotriz,Medio,Otros,2024-08-16,17,1
183,12930.95,362,8,9.2,0.6,Hipoteca,Alto,Acuerdo,2024-02-11,19,1
184,10491.67,238,0,196.1,0.68,Credito_Personal,Alto,Acuerdo,2024-01-02,13,1
185,1491.64,12,2,123.1,0.49,Tarjeta,Medio,Consulta,2024-10-16,8,0
186,5393.81,183,0,5.0,0.66,Hipoteca,Medio,Otros,2024-12-20,21,0
187,8497.42,193,0,45.1,0.56,Credito_Personal,Medio,Otros,2024-03-20,10,0
188,4050.66,55,2,85.8,0.69,Hipoteca,Medio,Consulta,2024-06-27,23,0
189,3771.4,229,0,25.1,0.59,Tarjeta,Medio,Pago,2024-10-14,14,0
190,1384.39,27,2,20.2,0.67,Credito_Personal,Alto,Consulta,2024-08-31,14,0
191,488.63,319,2,1.7,0.54,Credito_Personal,Bajo,Consulta,2024-07-20,15,0
192,11375.62,70,3,291.0,0.84,Credito_Personal,Alto,Acuerdo,2024-01-12,22,1
193,11533.87,209,1,6.9,0.65,Credito_Personal,Medio,Consulta,2024-01-13,10,0
194,5013.35,183,1,54.7,0.7,Hipoteca,Alto,Otros,2024-01-30,13,1
195,2070.23,355,0,27.6,0.68,Hipoteca,Bajo,Acuerdo,2024-08-01,9,1
196,2147.84,40,4,162.1,0.7,Credito_Personal,Medio,Otros,2024-10-27,1,0
197,6472.33,259,1,147.4,0.7,Credito_Personal,Alto,Otros,2024-04-30,11,1
198,11370.49,343,1,196.9,0.82,Credito_Personal,Alto,Consulta,2024-04-14,21,1
199,10905.66,83,2,115.1,0.66,Automotriz,Bajo,Acuerdo,2024-03-10,23,0
200,7567.81,45,0,107.5,0.59,Tarjeta,Medio,Consulta,2024-06-22,11,0
201,5136.55,158,2,62.7,0.71,Credito_Personal,Medio,Acuerdo,2024-10-14,12,0
202,439.46,343,2,121.4,0.61,Tarjeta,Medio,Pago,2024-12-04,19,1
203,881.47,6,2,14.7,0.69,Automotriz,Medio,Pago,2024-01-30,8,0
204,11441.15,332,0,138.4,0.54,Hipoteca,Bajo,Consulta,2024-05-10,7,1
205,4662.47,135,4,13.2,0.86,Tarjeta,Alto,Pago,2024-02-06,16,1
206,46.2,182,5,237.4,0.58,Hipoteca,Bajo,Pago,2024-04-19,23,0
207,534.98,196,2,84.5,0.88,Hipoteca,Medio,Otros,2024-03-22,12,1
208,5445.81,171,1,90.7,0.69,Credito_Personal,Bajo,Consulta,2024-12-19,8,0
209,25.37,348,1,105.5,0.83,Automotriz,Alto,Pago,2024-09-03,0,1
210,876.58,275,2,179.6,0.58,Hipoteca,Alto,Otros,2024-12-01,0,1
211,3978.49,77,1,78.1,0.4,Tarjeta,Alto,Acuerdo,2024-09-16,9,0
212,5886.58,177,2,66.9,0.45,Tarjeta,Medio,Consulta,2024-03-08,22,0
213,5277.21,26,3,40.8,1.0,Credito_Personal,Alto,Consulta,2024-09-04,1,1
214,1269.75,119,2,16.4,0.61,Hipoteca,Bajo,Otros,2024-09-19,3,0
215,6227.09,280,2,25.3,0.86,Tarjeta,Medio,Otros,2024-04-21,14,1
216,1354.12,307,1,0.1,0.51,Tarjeta,Bajo,Otros,2024-03-22,14,0
217,1968.17,195,5,244.3,0.73,Credito_Personal,Medio,Otros,2024-10-25,23,0
218,6861.79,276,0,173.8,0.75,Credito_Personal,Medio,Acuerdo,2024-06-13,23,1
219,5243.87,17,3,29.6,1.0,Automotriz,Alto,Acuerdo,2024-11-17,6,1
220,9459.78,294,0,0.3,0.65,Tarjeta,Bajo,Pago,2024-02-15,19,0
221,5359.07,270,2,81.3,0.59,Hipoteca,Medio,Consulta,2024-03-09,3,0
222,4200.22,52,3,63.8,0.75,Hipoteca,Medio,Pago,2024-05-10,21,0
223,491.79,293,2,179.5,0.56,Automotriz,Bajo,Consulta,2024-09-03,13,1
224,2292.08,51,2,61.9,0.76,Automotriz,Bajo,Consulta,2024-09-04,20,0
225,1540.8,215,2,239.5,0.69,Tarjeta,Alto,Consulta,2024-12-01,20,1
226,1398.5,71,3,12.1,0.59,Automotriz,Bajo,Pago,2024-06-03,5,0
227,18061.55,27,2,54.7,0.77,Credito_Personal,Medio,Consulta,2024-11-27,7,0
228,2496.94,251,0,326.1,0.72,Tarjeta,Medio,Pago,2024-02-22,13,1
229,11130.28,34,1,1.4,0.81,Hipoteca,Alto,Consulta,2024-07-13,19,1
230,4986.67,200,4,59.5,0.95,Automotriz,Bajo,Otros,2024-07-21,9,1
231,7919.13,248,2,36.1,0.62,Tarjeta,Medio,Acuerdo,2024-10-21,9,0
232,3492.18,98,2,91.1,0.64,Tarjeta,Bajo,Otros,2024-05-13,1,0
233,4300.78,307,1,39.2,0.5,Hipoteca,Medio,Pago,2024-09-08,17,0
234,3391.47,139,1,244.7,0.78,Tarjeta,Bajo,Consulta,2024-05-21,12,0
235,1086.07,82,2,332.0,0.6,Tarjeta,Bajo,Acuerdo,2024-08-21,15,0
236,6408.81,47,1,227.0,0.75,Hipoteca,Bajo,Otros,2024-09-16,9,0
237,1647.89,277,1,61.0,0.87,Hipoteca,Alto,Pago,2024-01-16,20,1
238,123.08,247,3,551.8,0.6,Credito_Personal,Alto,Otros,2024-01-27,15,1
239,5184.84,176,3,159.4,0.63,Tarjeta,Medio,Otros,2024-07-13,17,0
240,974.67,51,1,52.7,0.85,Credito_Personal,Alto,Acuerdo,2024-05-10,17,1
241,14105.42,78,3,11.8,0.81,Hipoteca,Bajo,Otros,2024-02-01,3,0
242,15387.81,321,3,132.0,0.79,Credito_Personal,Bajo,Otros,2024-07-14,22,1
243,12317.55,63,2,156.5,0.64,Hipoteca,Alto,Consulta,2024-05-08,16,1
244,2311.44,7,1,15.7,0.48,Tarjeta,Alto,Consulta,2024-09-11,4,0
245,77.89,213,3,95.8,0.59,Credito_Personal,Medio,Pago,2024-01-28,18,0
246,13177.62,24,2,522.0,0.55,Hipoteca,Medio,Acuerdo,2024-06-19,2,0
247,2794.69,255,2,47.4,0.79,Credito_Personal,Medio,Acuerdo,2024-01-22,23,1
248,17004.21,242,2,43.1,0.74,Credito_Personal,Medio,Consulta,2024-03-14,11,0
249,16568.68,197,3,280.3,0.61,Tarjeta,Medio,Acuerdo,2024-06-01,3,0
250,9586.94,93,1,15.0,0.64,Credito_Personal,Medio,Acuerdo,2024-08-02,21,0
251,1743.88,206,3,325.3,0.77,Credito_Personal,Medio,Pago,2024-05-27,9,1
252,2431.46,14,1,181.4,0.65,Tarjeta,Alto,Acuerdo,2024-01-05,16,1
253,9523.63,177,5,59.5,0.61,Credito_Personal,Medio,Consulta,2024-05-29,17,0
254,1905.73,74,2,10.5,1.0,Hipoteca,Medio,Consulta,2024-11-30,23,0
255,928.59,103,1,2.3,0.62,Credito_Personal,Medio,Acuerdo,2024-12-15,5,0
256,4068.68,293,2,56.6,0.8,Tarjeta,Bajo,Consulta,2024-07-22,23,1
257,13756.47,167,2,146.6,0.76,Tarjeta,Medio,Otros,2024-08-18,22,0
258,5954.13,114,1,80.2,0.47,Automotriz,Bajo,Acuerdo,2024-10-26,21,0
259,4220.56,38,0,161.0,0.6,Credito_Personal,Medio,Acuerdo,2024-11-29,2,0
260,511.14,363,2,133.2,0.82,Automotriz,Medio,Pago,2024-02-05,4,1
261,4772.65,272,3,102.1,0.68,Credito_Personal,Medio,Otros,2024-03-18,22,1
262,23052.85,134,1,411.2,0.48,Hipoteca,Medio,Otros,2024-03-19,3,0
263,754.6,231,2,156.4,0.76,Credito_Personal,Medio,Pago,2024-11-22,5,1
264,3652.48,38,4,295.3,0.61,Automotriz,Alto,Acuerdo,2024-09-05,16,1
265,10493.04,290,2,33.3,0.77,Hipoteca,Medio,Pago,2024-02-27,1,1
266,6750.17,306,2,150.1,1.0,Credito_Personal,Medio,Consulta,2024-02-02,23,1
267,5970.37,46,2,109.3,0.76,Credito_Personal,Alto,Acuerdo,2024-02-26,21,1
268,6061.44,35,2,309.7,0.79,Tarjeta,Medio,Pago,2024-06-25,9,0
269,2227.46,319,3,85.7,0.66,Tarjeta,Bajo,Pago,2024-11-27,14,1
270,1737.81,94,2,39.4,0.53,Tarjeta,Bajo,Otros,2024-06-27,5,0
271,8286.87,360,1,58.3,0.85,Tarjeta,Alto,Pago,2024-02-27,23,1
272,8306.64,12,2,29.6,0.61,Hipoteca,Bajo,Otros,2024-05-31,23,0
273,10089.75,145,2,29.8,0.67,Credito_Personal,Medio,Pago,2024-03-18,15,0
274,12223.08,64,1,76.3,0.97,Credito_Personal,Medio,Otros,2024-10-24,16,0
275,3580.47,227,2,267.7,0.65,Credito_Personal,Alto,Acuerdo,2024-11-22,3,1
276,3480.92,241,0,25.6,0.88,Credito_Personal,Medio,Otros,2024-08-31,1,1
277,8004.75,7,4,40.7,0.76,Tarjeta,Bajo,Consulta,2024-08-08,18,0
278,5248.6,303,3,230.1,0.62,Tarjeta,Alto,Acuerdo,2024-04-29,6,1
279,6052.75,340,2,49.7,0.75,Hipoteca,Medio,Acuerdo,2024-06-20,8,1
280,7943.1,42,5,393.7,0.59,Credito_Personal,Bajo,Otros,2024-11-05,22,0
281,11036.62,243,4,37.6,0.84,Tarjeta,Bajo,Consulta,2024-09-19,16,1
282,2062.41,180,2,70.0,0.89,Credito_Personal,Alto,Consulta,2024-09-17,21,1
283,2354.68,84,1,12.1,0.71,Automotriz,Medio,Otros,2024-08-15,21,0
284,493.48,154,0,582.1,0.9,Tarjeta,Alto,Acuerdo,2024-04-28,14,1
285,4317.07,274,0,265.0,0.72,Tarjeta,Medio,Pago,2024-06-28,20,1
286,183.02,22,2,204.2,0.84,Tarjeta,Medio,Acuerdo,2024-11-28,16,0
287,3133.03,114,0,20.5,1.0,Credito_Personal,Medio,Acuerdo,2024-06-08,20,0
288,3911.47,305,4,418.2,1.0,Credito_Personal,Alto,Acuerdo,2024-04-10,20,1
289,1688.15,298,1,317.7,0.67,Tarjeta,Medio,Otros,2024-10-09,12,1
290,4468.16,98,2,68.7,0.74,Automotriz,Alto,Pago,2024-06-26,23,1
291,154.88,103,3,137.3,0.54,Credito_Personal,Medio,Consulta,2024-04-20,4,0
292,190.32,50,2,586.5,0.82,Tarjeta,Medio,Pago,2024-07-23,20,0
293,8646.76,361,5,63.3,0.76,Tarjeta,Bajo,Pago,2024-07-02,8,1
294,2232.93,111,1,14.4,0.58,Tarjeta,Medio,Acuerdo,2024-06-06,21,0
295,679.45,243,0,242.8,0.88,Tarjeta,Medio,Pago,2024-02-15,13,1
296,3693.27,168,3,77.7,0.66,Credito_Personal,Bajo,Pago,2024-11-18,8,0
297,7348.24,71,2,520.9,0.62,Tarjeta,Alto,Consulta,2024-02-20,10,1
298,1215.59,138,3,96.1,0.76,Credito_Personal,Medio,Pago,2024-08-09,3,0
